 ,England and Wales,Age (6 categories) Code,Age (6 categories),Ethnic group (20 categories) Code,Ethnic group (20 categories),Year of arrival in the UK (11 categories) Code,Year of arrival in the UK (11 categories),Observation
K04000001,England and Wales,6,Aged 65 years and over,-8,Does not apply,4,Arrived 1981 to 1990,0
K04000001,England and Wales,6,Aged 65 years and over,-8,Does not apply,5,Arrived 1991 to 2000,0
K04000001,England and Wales,6,Aged 65 years and over,-8,Does not apply,6,Arrived 2001 to 2010,0
K04000001,England and Wales,6,Aged 65 years and over,-8,Does not apply,7,Arrived 2011 to 2013,0
K04000001,England and Wales,6,Aged 65 years and over,-8,Does not apply,8,Arrived 2014 to 2016,0
K04000001,England and Wales,6,Aged 65 years and over,-8,Does not apply,9,Arrived 2017 to 2019,0
K04000001,England and Wales,6,Aged 65 years and over,-8,Does not apply,10,Arrived 2020 to 2021,0
K04000001,England and Wales,6,Aged 65 years and over,1,"Asian, Asian British or Asian Welsh: Bangladeshi",-8,Does not apply,0
K04000001,England and Wales,6,Aged 65 years and over,1,"Asian, Asian British or Asian Welsh: Bangladeshi",1,Born in the UK,1051
K04000001,England and Wales,6,Aged 65 years and over,1,"Asian, Asian British or Asian Welsh: Bangladeshi",2,Arrived before 1971,6040
K04000001,England and Wales,6,Aged 65 years and over,1,"Asian, Asian British or Asian Welsh: Bangladeshi",3,Arrived 1971 to 1980,5742
K04000001,England and Wales,6,Aged 65 years and over,1,"Asian, Asian British or Asian Welsh: Bangladeshi",4,Arrived 1981 to 1990,6610
K04000001,England and Wales,6,Aged 65 years and over,1,"Asian, Asian British or Asian Welsh: Bangladeshi",5,Arrived 1991 to 2000,1947
K04000001,England and Wales,6,Aged 65 years and over,1,"Asian, Asian British or Asian Welsh: Bangladeshi",6,Arrived 2001 to 2010,1441
K04000001,England and Wales,6,Aged 65 years and over,1,"Asian, Asian British or Asian Welsh: Bangladeshi",7,Arrived 2011 to 2013,307
K04000001,England and Wales,6,Aged 65 years and over,1,"Asian, Asian British or Asian Welsh: Bangladeshi",8,Arrived 2014 to 2016,312
K04000001,England and Wales,6,Aged 65 years and over,1,"Asian, Asian British or Asian Welsh: Bangladeshi",9,Arrived 2017 to 2019,656
K04000001,England and Wales,6,Aged 65 years and over,1,"Asian, Asian British or Asian Welsh: Bangladeshi",10,Arrived 2020 to 2021,627
K04000001,England and Wales,6,Aged 65 years and over,2,"Asian, Asian British or Asian Welsh: Chinese",-8,Does not apply,0
K04000001,England and Wales,6,Aged 65 years and over,2,"Asian, Asian British or Asian Welsh: Chinese",1,Born in the UK,1179
K04000001,England and Wales,6,Aged 65 years and over,2,"Asian, Asian British or Asian Welsh: Chinese",2,Arrived before 1971,12023
K04000001,England and Wales,6,Aged 65 years and over,2,"Asian, Asian British or Asian Welsh: Chinese",3,Arrived 1971 to 1980,12268
K04000001,England and Wales,6,Aged 65 years and over,2,"Asian, Asian British or Asian Welsh: Chinese",4,Arrived 1981 to 1990,4493
K04000001,England and Wales,6,Aged 65 years and over,2,"Asian, Asian British or Asian Welsh: Chinese",5,Arrived 1991 to 2000,3227
K04000001,England and Wales,6,Aged 65 years and over,2,"Asian, Asian British or Asian Welsh: Chinese",6,Arrived 2001 to 2010,1752
K04000001,England and Wales,6,Aged 65 years and over,2,"Asian, Asian British or Asian Welsh: Chinese",7,Arrived 2011 to 2013,372
K04000001,England and Wales,6,Aged 65 years and over,2,"Asian, Asian British or Asian Welsh: Chinese",8,Arrived 2014 to 2016,414
K04000001,England and Wales,6,Aged 65 years and over,2,"Asian, Asian British or Asian Welsh: Chinese",9,Arrived 2017 to 2019,1455
K04000001,England and Wales,6,Aged 65 years and over,2,"Asian, Asian British or Asian Welsh: Chinese",10,Arrived 2020 to 2021,898
K04000001,England and Wales,6,Aged 65 years and over,3,"Asian, Asian British or Asian Welsh: Indian",-8,Does not apply,0
K04000001,England and Wales,6,Aged 65 years and over,3,"Asian, Asian British or Asian Welsh: Indian",1,Born in the UK,6077
K04000001,England and Wales,6,Aged 65 years and over,3,"Asian, Asian British or Asian Welsh: Indian",2,Arrived before 1971,87045
K04000001,England and Wales,6,Aged 65 years and over,3,"Asian, Asian British or Asian Welsh: Indian",3,Arrived 1971 to 1980,65028
K04000001,England and Wales,6,Aged 65 years and over,3,"Asian, Asian British or Asian Welsh: Indian",4,Arrived 1981 to 1990,13253
K04000001,England and Wales,6,Aged 65 years and over,3,"Asian, Asian British or Asian Welsh: Indian",5,Arrived 1991 to 2000,8143
K04000001,England and Wales,6,Aged 65 years and over,3,"Asian, Asian British or Asian Welsh: Indian",6,Arrived 2001 to 2010,9132
K04000001,England and Wales,6,Aged 65 years and over,3,"Asian, Asian British or Asian Welsh: Indian",7,Arrived 2011 to 2013,1662
K04000001,England and Wales,6,Aged 65 years and over,3,"Asian, Asian British or Asian Welsh: Indian",8,Arrived 2014 to 2016,1917
K04000001,England and Wales,6,Aged 65 years and over,3,"Asian, Asian British or Asian Welsh: Indian",9,Arrived 2017 to 2019,3733
K04000001,England and Wales,6,Aged 65 years and over,3,"Asian, Asian British or Asian Welsh: Indian",10,Arrived 2020 to 2021,2881
K04000001,England and Wales,6,Aged 65 years and over,4,"Asian, Asian British or Asian Welsh: Pakistani",-8,Does not apply,0
K04000001,England and Wales,6,Aged 65 years and over,4,"Asian, Asian British or Asian Welsh: Pakistani",1,Born in the UK,4526
K04000001,England and Wales,6,Aged 65 years and over,4,"Asian, Asian British or Asian Welsh: Pakistani",2,Arrived before 1971,37241
K04000001,England and Wales,6,Aged 65 years and over,4,"Asian, Asian British or Asian Welsh: Pakistani",3,Arrived 1971 to 1980,20495
K04000001,England and Wales,6,Aged 65 years and over,4,"Asian, Asian British or Asian Welsh: Pakistani",4,Arrived 1981 to 1990,7183
K04000001,England and Wales,6,Aged 65 years and over,4,"Asian, Asian British or Asian Welsh: Pakistani",5,Arrived 1991 to 2000,5152
K04000001,England and Wales,6,Aged 65 years and over,4,"Asian, Asian British or Asian Welsh: Pakistani",6,Arrived 2001 to 2010,5157
K04000001,England and Wales,6,Aged 65 years and over,4,"Asian, Asian British or Asian Welsh: Pakistani",7,Arrived 2011 to 2013,1500
K04000001,England and Wales,6,Aged 65 years and over,4,"Asian, Asian British or Asian Welsh: Pakistani",8,Arrived 2014 to 2016,1303
K04000001,England and Wales,6,Aged 65 years and over,4,"Asian, Asian British or Asian Welsh: Pakistani",9,Arrived 2017 to 2019,2634
K04000001,England and Wales,6,Aged 65 years and over,4,"Asian, Asian British or Asian Welsh: Pakistani",10,Arrived 2020 to 2021,1852
K04000001,England and Wales,6,Aged 65 years and over,5,"Asian, Asian British or Asian Welsh: Other Asian",-8,Does not apply,0
K04000001,England and Wales,6,Aged 65 years and over,5,"Asian, Asian British or Asian Welsh: Other Asian",1,Born in the UK,1361
K04000001,England and Wales,6,Aged 65 years and over,5,"Asian, Asian British or Asian Welsh: Other Asian",2,Arrived before 1971,13705
K04000001,England and Wales,6,Aged 65 years and over,5,"Asian, Asian British or Asian Welsh: Other Asian",3,Arrived 1971 to 1980,18748
K04000001,England and Wales,6,Aged 65 years and over,5,"Asian, Asian British or Asian Welsh: Other Asian",4,Arrived 1981 to 1990,9003
K04000001,England and Wales,6,Aged 65 years and over,5,"Asian, Asian British or Asian Welsh: Other Asian",5,Arrived 1991 to 2000,7070
K04000001,England and Wales,6,Aged 65 years and over,5,"Asian, Asian British or Asian Welsh: Other Asian",6,Arrived 2001 to 2010,8248
K04000001,England and Wales,6,Aged 65 years and over,5,"Asian, Asian British or Asian Welsh: Other Asian",7,Arrived 2011 to 2013,2665
K04000001,England and Wales,6,Aged 65 years and over,5,"Asian, Asian British or Asian Welsh: Other Asian",8,Arrived 2014 to 2016,2166
K04000001,England and Wales,6,Aged 65 years and over,5,"Asian, Asian British or Asian Welsh: Other Asian",9,Arrived 2017 to 2019,2800
K04000001,England and Wales,6,Aged 65 years and over,5,"Asian, Asian British or Asian Welsh: Other Asian",10,Arrived 2020 to 2021,1339
K04000001,England and Wales,6,Aged 65 years and over,6,"Black, Black British, Black Welsh, Caribbean or African: African",-8,Does not apply,0
K04000001,England and Wales,6,Aged 65 years and over,6,"Black, Black British, Black Welsh, Caribbean or African: African",1,Born in the UK,2080
K04000001,England and Wales,6,Aged 65 years and over,6,"Black, Black British, Black Welsh, Caribbean or African: African",2,Arrived before 1971,7088
K04000001,England and Wales,6,Aged 65 years and over,6,"Black, Black British, Black Welsh, Caribbean or African: African",3,Arrived 1971 to 1980,7679
K04000001,England and Wales,6,Aged 65 years and over,6,"Black, Black British, Black Welsh, Caribbean or African: African",4,Arrived 1981 to 1990,9487
K04000001,England and Wales,6,Aged 65 years and over,6,"Black, Black British, Black Welsh, Caribbean or African: African",5,Arrived 1991 to 2000,9567
K04000001,England and Wales,6,Aged 65 years and over,6,"Black, Black British, Black Welsh, Caribbean or African: African",6,Arrived 2001 to 2010,10670
K04000001,England and Wales,6,Aged 65 years and over,6,"Black, Black British, Black Welsh, Caribbean or African: African",7,Arrived 2011 to 2013,1269
K04000001,England and Wales,6,Aged 65 years and over,6,"Black, Black British, Black Welsh, Caribbean or African: African",8,Arrived 2014 to 2016,1108
K04000001,England and Wales,6,Aged 65 years and over,6,"Black, Black British, Black Welsh, Caribbean or African: African",9,Arrived 2017 to 2019,2316
K04000001,England and Wales,6,Aged 65 years and over,6,"Black, Black British, Black Welsh, Caribbean or African: African",10,Arrived 2020 to 2021,1254
K04000001,England and Wales,6,Aged 65 years and over,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",-8,Does not apply,0
K04000001,England and Wales,6,Aged 65 years and over,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",1,Born in the UK,4540
K04000001,England and Wales,6,Aged 65 years and over,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",2,Arrived before 1971,73389
K04000001,England and Wales,6,Aged 65 years and over,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",3,Arrived 1971 to 1980,3954
K04000001,England and Wales,6,Aged 65 years and over,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",4,Arrived 1981 to 1990,2167
K04000001,England and Wales,6,Aged 65 years and over,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",5,Arrived 1991 to 2000,2822
K04000001,England and Wales,6,Aged 65 years and over,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",6,Arrived 2001 to 2010,2020
K04000001,England and Wales,6,Aged 65 years and over,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",7,Arrived 2011 to 2013,337
K04000001,England and Wales,6,Aged 65 years and over,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",8,Arrived 2014 to 2016,464
K04000001,England and Wales,6,Aged 65 years and over,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",9,Arrived 2017 to 2019,1019
K04000001,England and Wales,6,Aged 65 years and over,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",10,Arrived 2020 to 2021,468
K04000001,England and Wales,6,Aged 65 years and over,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",-8,Does not apply,0
K04000001,England and Wales,6,Aged 65 years and over,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",1,Born in the UK,1506
K04000001,England and Wales,6,Aged 65 years and over,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",2,Arrived before 1971,6521
K04000001,England and Wales,6,Aged 65 years and over,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",3,Arrived 1971 to 1980,1052
K04000001,England and Wales,6,Aged 65 years and over,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",4,Arrived 1981 to 1990,823
K04000001,England and Wales,6,Aged 65 years and over,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",5,Arrived 1991 to 2000,768
K04000001,England and Wales,6,Aged 65 years and over,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",6,Arrived 2001 to 2010,704
K04000001,England and Wales,6,Aged 65 years and over,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",7,Arrived 2011 to 2013,110
K04000001,England and Wales,6,Aged 65 years and over,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",8,Arrived 2014 to 2016,99
K04000001,England and Wales,6,Aged 65 years and over,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",9,Arrived 2017 to 2019,168
K04000001,England and Wales,6,Aged 65 years and over,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",10,Arrived 2020 to 2021,105
K04000001,England and Wales,6,Aged 65 years and over,9,Mixed or Multiple ethnic groups: White and Asian,-8,Does not apply,0
K04000001,England and Wales,6,Aged 65 years and over,9,Mixed or Multiple ethnic groups: White and Asian,1,Born in the UK,5058
K04000001,England and Wales,6,Aged 65 years and over,9,Mixed or Multiple ethnic groups: White and Asian,2,Arrived before 1971,5609
K04000001,England and Wales,6,Aged 65 years and over,9,Mixed or Multiple ethnic groups: White and Asian,3,Arrived 1971 to 1980,1052
K04000001,England and Wales,6,Aged 65 years and over,9,Mixed or Multiple ethnic groups: White and Asian,4,Arrived 1981 to 1990,472
K04000001,England and Wales,6,Aged 65 years and over,9,Mixed or Multiple ethnic groups: White and Asian,5,Arrived 1991 to 2000,314
K04000001,England and Wales,6,Aged 65 years and over,9,Mixed or Multiple ethnic groups: White and Asian,6,Arrived 2001 to 2010,285
K04000001,England and Wales,6,Aged 65 years and over,9,Mixed or Multiple ethnic groups: White and Asian,7,Arrived 2011 to 2013,55
K04000001,England and Wales,6,Aged 65 years and over,9,Mixed or Multiple ethnic groups: White and Asian,8,Arrived 2014 to 2016,76
K04000001,England and Wales,6,Aged 65 years and over,9,Mixed or Multiple ethnic groups: White and Asian,9,Arrived 2017 to 2019,128
K04000001,England and Wales,6,Aged 65 years and over,9,Mixed or Multiple ethnic groups: White and Asian,10,Arrived 2020 to 2021,52
K04000001,England and Wales,6,Aged 65 years and over,10,Mixed or Multiple ethnic groups: White and Black African,-8,Does not apply,0
K04000001,England and Wales,6,Aged 65 years and over,10,Mixed or Multiple ethnic groups: White and Black African,1,Born in the UK,2836
K04000001,England and Wales,6,Aged 65 years and over,10,Mixed or Multiple ethnic groups: White and Black African,2,Arrived before 1971,884
K04000001,England and Wales,6,Aged 65 years and over,10,Mixed or Multiple ethnic groups: White and Black African,3,Arrived 1971 to 1980,492
K04000001,England and Wales,6,Aged 65 years and over,10,Mixed or Multiple ethnic groups: White and Black African,4,Arrived 1981 to 1990,374
K04000001,England and Wales,6,Aged 65 years and over,10,Mixed or Multiple ethnic groups: White and Black African,5,Arrived 1991 to 2000,460
K04000001,England and Wales,6,Aged 65 years and over,10,Mixed or Multiple ethnic groups: White and Black African,6,Arrived 2001 to 2010,701
K04000001,England and Wales,6,Aged 65 years and over,10,Mixed or Multiple ethnic groups: White and Black African,7,Arrived 2011 to 2013,106
K04000001,England and Wales,6,Aged 65 years and over,10,Mixed or Multiple ethnic groups: White and Black African,8,Arrived 2014 to 2016,118
K04000001,England and Wales,6,Aged 65 years and over,10,Mixed or Multiple ethnic groups: White and Black African,9,Arrived 2017 to 2019,130
K04000001,England and Wales,6,Aged 65 years and over,10,Mixed or Multiple ethnic groups: White and Black African,10,Arrived 2020 to 2021,79
K04000001,England and Wales,6,Aged 65 years and over,11,Mixed or Multiple ethnic groups: White and Black Caribbean,-8,Does not apply,0
K04000001,England and Wales,6,Aged 65 years and over,11,Mixed or Multiple ethnic groups: White and Black Caribbean,1,Born in the UK,7121
K04000001,England and Wales,6,Aged 65 years and over,11,Mixed or Multiple ethnic groups: White and Black Caribbean,2,Arrived before 1971,2945
K04000001,England and Wales,6,Aged 65 years and over,11,Mixed or Multiple ethnic groups: White and Black Caribbean,3,Arrived 1971 to 1980,354
K04000001,England and Wales,6,Aged 65 years and over,11,Mixed or Multiple ethnic groups: White and Black Caribbean,4,Arrived 1981 to 1990,171
K04000001,England and Wales,6,Aged 65 years and over,11,Mixed or Multiple ethnic groups: White and Black Caribbean,5,Arrived 1991 to 2000,162
K04000001,England and Wales,6,Aged 65 years and over,11,Mixed or Multiple ethnic groups: White and Black Caribbean,6,Arrived 2001 to 2010,164
K04000001,England and Wales,6,Aged 65 years and over,11,Mixed or Multiple ethnic groups: White and Black Caribbean,7,Arrived 2011 to 2013,59
K04000001,England and Wales,6,Aged 65 years and over,11,Mixed or Multiple ethnic groups: White and Black Caribbean,8,Arrived 2014 to 2016,86
K04000001,England and Wales,6,Aged 65 years and over,11,Mixed or Multiple ethnic groups: White and Black Caribbean,9,Arrived 2017 to 2019,145
K04000001,England and Wales,6,Aged 65 years and over,11,Mixed or Multiple ethnic groups: White and Black Caribbean,10,Arrived 2020 to 2021,42
K04000001,England and Wales,6,Aged 65 years and over,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,-8,Does not apply,0
K04000001,England and Wales,6,Aged 65 years and over,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,1,Born in the UK,5292
K04000001,England and Wales,6,Aged 65 years and over,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,2,Arrived before 1971,5569
K04000001,England and Wales,6,Aged 65 years and over,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,3,Arrived 1971 to 1980,1801
K04000001,England and Wales,6,Aged 65 years and over,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,4,Arrived 1981 to 1990,840
K04000001,England and Wales,6,Aged 65 years and over,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,5,Arrived 1991 to 2000,778
K04000001,England and Wales,6,Aged 65 years and over,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,6,Arrived 2001 to 2010,715
K04000001,England and Wales,6,Aged 65 years and over,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,7,Arrived 2011 to 2013,158
K04000001,England and Wales,6,Aged 65 years and over,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,8,Arrived 2014 to 2016,193
K04000001,England and Wales,6,Aged 65 years and over,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,9,Arrived 2017 to 2019,295
K04000001,England and Wales,6,Aged 65 years and over,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,10,Arrived 2020 to 2021,173
K04000001,England and Wales,6,Aged 65 years and over,13,"White: English, Welsh, Scottish, Northern Irish or British",-8,Does not apply,0
K04000001,England and Wales,6,Aged 65 years and over,13,"White: English, Welsh, Scottish, Northern Irish or British",1,Born in the UK,9747571
K04000001,England and Wales,6,Aged 65 years and over,13,"White: English, Welsh, Scottish, Northern Irish or British",2,Arrived before 1971,160998
K04000001,England and Wales,6,Aged 65 years and over,13,"White: English, Welsh, Scottish, Northern Irish or British",3,Arrived 1971 to 1980,21621
K04000001,England and Wales,6,Aged 65 years and over,13,"White: English, Welsh, Scottish, Northern Irish or British",4,Arrived 1981 to 1990,10311
K04000001,England and Wales,6,Aged 65 years and over,13,"White: English, Welsh, Scottish, Northern Irish or British",5,Arrived 1991 to 2000,9589
K04000001,England and Wales,6,Aged 65 years and over,13,"White: English, Welsh, Scottish, Northern Irish or British",6,Arrived 2001 to 2010,10450
K04000001,England and Wales,6,Aged 65 years and over,13,"White: English, Welsh, Scottish, Northern Irish or British",7,Arrived 2011 to 2013,2405
K04000001,England and Wales,6,Aged 65 years and over,13,"White: English, Welsh, Scottish, Northern Irish or British",8,Arrived 2014 to 2016,2577
K04000001,England and Wales,6,Aged 65 years and over,13,"White: English, Welsh, Scottish, Northern Irish or British",9,Arrived 2017 to 2019,3116
K04000001,England and Wales,6,Aged 65 years and over,13,"White: English, Welsh, Scottish, Northern Irish or British",10,Arrived 2020 to 2021,1581
K04000001,England and Wales,6,Aged 65 years and over,14,White: Irish,-8,Does not apply,0
K04000001,England and Wales,6,Aged 65 years and over,14,White: Irish,1,Born in the UK,33060
K04000001,England and Wales,6,Aged 65 years and over,14,White: Irish,2,Arrived before 1971,102860
K04000001,England and Wales,6,Aged 65 years and over,14,White: Irish,3,Arrived 1971 to 1980,14884
K04000001,England and Wales,6,Aged 65 years and over,14,White: Irish,4,Arrived 1981 to 1990,6085
K04000001,England and Wales,6,Aged 65 years and over,14,White: Irish,5,Arrived 1991 to 2000,2059
K04000001,England and Wales,6,Aged 65 years and over,14,White: Irish,6,Arrived 2001 to 2010,1612
K04000001,England and Wales,6,Aged 65 years and over,14,White: Irish,7,Arrived 2011 to 2013,538
K04000001,England and Wales,6,Aged 65 years and over,14,White: Irish,8,Arrived 2014 to 2016,658
K04000001,England and Wales,6,Aged 65 years and over,14,White: Irish,9,Arrived 2017 to 2019,851
K04000001,England and Wales,6,Aged 65 years and over,14,White: Irish,10,Arrived 2020 to 2021,505
K04000001,England and Wales,6,Aged 65 years and over,15,White: Gypsy or Irish Traveller,-8,Does not apply,0
K04000001,England and Wales,6,Aged 65 years and over,15,White: Gypsy or Irish Traveller,1,Born in the UK,4581
K04000001,England and Wales,6,Aged 65 years and over,15,White: Gypsy or Irish Traveller,2,Arrived before 1971,210
K04000001,England and Wales,6,Aged 65 years and over,15,White: Gypsy or Irish Traveller,3,Arrived 1971 to 1980,42
K04000001,England and Wales,6,Aged 65 years and over,15,White: Gypsy or Irish Traveller,4,Arrived 1981 to 1990,27
K04000001,England and Wales,6,Aged 65 years and over,15,White: Gypsy or Irish Traveller,5,Arrived 1991 to 2000,21
K04000001,England and Wales,6,Aged 65 years and over,15,White: Gypsy or Irish Traveller,6,Arrived 2001 to 2010,31
K04000001,England and Wales,6,Aged 65 years and over,15,White: Gypsy or Irish Traveller,7,Arrived 2011 to 2013,9
K04000001,England and Wales,6,Aged 65 years and over,15,White: Gypsy or Irish Traveller,8,Arrived 2014 to 2016,16
K04000001,England and Wales,6,Aged 65 years and over,15,White: Gypsy or Irish Traveller,9,Arrived 2017 to 2019,29
K04000001,England and Wales,6,Aged 65 years and over,15,White: Gypsy or Irish Traveller,10,Arrived 2020 to 2021,6
K04000001,England and Wales,6,Aged 65 years and over,16,White: Roma,-8,Does not apply,0
K04000001,England and Wales,6,Aged 65 years and over,16,White: Roma,1,Born in the UK,720
K04000001,England and Wales,6,Aged 65 years and over,16,White: Roma,2,Arrived before 1971,532
K04000001,England and Wales,6,Aged 65 years and over,16,White: Roma,3,Arrived 1971 to 1980,203
K04000001,England and Wales,6,Aged 65 years and over,16,White: Roma,4,Arrived 1981 to 1990,90
K04000001,England and Wales,6,Aged 65 years and over,16,White: Roma,5,Arrived 1991 to 2000,145
K04000001,England and Wales,6,Aged 65 years and over,16,White: Roma,6,Arrived 2001 to 2010,316
K04000001,England and Wales,6,Aged 65 years and over,16,White: Roma,7,Arrived 2011 to 2013,113
K04000001,England and Wales,6,Aged 65 years and over,16,White: Roma,8,Arrived 2014 to 2016,153
K04000001,England and Wales,6,Aged 65 years and over,16,White: Roma,9,Arrived 2017 to 2019,231
K04000001,England and Wales,6,Aged 65 years and over,16,White: Roma,10,Arrived 2020 to 2021,100
K04000001,England and Wales,6,Aged 65 years and over,17,White: Other White,-8,Does not apply,0
K04000001,England and Wales,6,Aged 65 years and over,17,White: Other White,1,Born in the UK,26572
K04000001,England and Wales,6,Aged 65 years and over,17,White: Other White,2,Arrived before 1971,71172
K04000001,England and Wales,6,Aged 65 years and over,17,White: Other White,3,Arrived 1971 to 1980,32875
K04000001,England and Wales,6,Aged 65 years and over,17,White: Other White,4,Arrived 1981 to 1990,15162
K04000001,England and Wales,6,Aged 65 years and over,17,White: Other White,5,Arrived 1991 to 2000,15096
K04000001,England and Wales,6,Aged 65 years and over,17,White: Other White,6,Arrived 2001 to 2010,23841
K04000001,England and Wales,6,Aged 65 years and over,17,White: Other White,7,Arrived 2011 to 2013,7103
K04000001,England and Wales,6,Aged 65 years and over,17,White: Other White,8,Arrived 2014 to 2016,8369
K04000001,England and Wales,6,Aged 65 years and over,17,White: Other White,9,Arrived 2017 to 2019,9362
K04000001,England and Wales,6,Aged 65 years and over,17,White: Other White,10,Arrived 2020 to 2021,4949
K04000001,England and Wales,6,Aged 65 years and over,18,Other ethnic group: Arab,-8,Does not apply,0
K04000001,England and Wales,6,Aged 65 years and over,18,Other ethnic group: Arab,1,Born in the UK,520
K04000001,England and Wales,6,Aged 65 years and over,18,Other ethnic group: Arab,2,Arrived before 1971,1941
K04000001,England and Wales,6,Aged 65 years and over,18,Other ethnic group: Arab,3,Arrived 1971 to 1980,4166
K04000001,England and Wales,6,Aged 65 years and over,18,Other ethnic group: Arab,4,Arrived 1981 to 1990,2659
K04000001,England and Wales,6,Aged 65 years and over,18,Other ethnic group: Arab,5,Arrived 1991 to 2000,2485
K04000001,England and Wales,6,Aged 65 years and over,18,Other ethnic group: Arab,6,Arrived 2001 to 2010,1693
K04000001,England and Wales,6,Aged 65 years and over,18,Other ethnic group: Arab,7,Arrived 2011 to 2013,557
K04000001,England and Wales,6,Aged 65 years and over,18,Other ethnic group: Arab,8,Arrived 2014 to 2016,678
K04000001,England and Wales,6,Aged 65 years and over,18,Other ethnic group: Arab,9,Arrived 2017 to 2019,906
K04000001,England and Wales,6,Aged 65 years and over,18,Other ethnic group: Arab,10,Arrived 2020 to 2021,393
K04000001,England and Wales,6,Aged 65 years and over,19,Other ethnic group: Any other ethnic group,-8,Does not apply,0
K04000001,England and Wales,6,Aged 65 years and over,19,Other ethnic group: Any other ethnic group,1,Born in the UK,7576
K04000001,England and Wales,6,Aged 65 years and over,19,Other ethnic group: Any other ethnic group,2,Arrived before 1971,22510
K04000001,England and Wales,6,Aged 65 years and over,19,Other ethnic group: Any other ethnic group,3,Arrived 1971 to 1980,17034
K04000001,England and Wales,6,Aged 65 years and over,19,Other ethnic group: Any other ethnic group,4,Arrived 1981 to 1990,7401
K04000001,England and Wales,6,Aged 65 years and over,19,Other ethnic group: Any other ethnic group,5,Arrived 1991 to 2000,6563
K04000001,England and Wales,6,Aged 65 years and over,19,Other ethnic group: Any other ethnic group,6,Arrived 2001 to 2010,5769
K04000001,England and Wales,6,Aged 65 years and over,19,Other ethnic group: Any other ethnic group,7,Arrived 2011 to 2013,1710
K04000001,England and Wales,6,Aged 65 years and over,19,Other ethnic group: Any other ethnic group,8,Arrived 2014 to 2016,1745
K04000001,England and Wales,6,Aged 65 years and over,19,Other ethnic group: Any other ethnic group,9,Arrived 2017 to 2019,2651
K04000001,England and Wales,6,Aged 65 years and over,19,Other ethnic group: Any other ethnic group,10,Arrived 2020 to 2021,1248
